orig_acct,bene_acct,cash_in,cash_out,debit,deposit,payment,transfer,base_amt,tran_timestamp
611,385,0,0,0,0,0,1,103.43,1484697600
906,935,0,0,1,0,0,0,255.92,1486944000
643,999,0,0,0,1,0,0,250.94,1483660800
989,262,0,1,0,0,0,0,477.67,1486080000
466,335,0,0,0,0,1,0,579.19,1487203200
667,987,0,0,0,0,0,1,335.2,1486857600
494,209,1,0,0,0,0,0,446.1,1486339200
521,381,0,0,0,0,0,1,560.59,1484179200
453,328,0,0,1,0,0,0,720.11,1485820800
490,296,1,0,0,0,0,0,114.08,1487203200
1,931,0,0,0,0,0,1,416.56,1486684800
994,999,0,1,0,0,0,0,521.75,1489017600
171,654,1,0,0,0,0,0,723.71,1483401600
940,352,0,0,0,0,0,1,186.04,1485475200
142,947,0,0,0,0,1,0,129.73,1487548800
666,915,1,0,0,0,0,0,584.43,1483920000
140,966,0,1,0,0,0,0,980.63,1484092800
664,274,0,0,0,0,1,0,742.71,1486944000
138,663,0,0,0,0,0,1,607.11,1485734400
77,594,0,0,0,0,1,0,271.3,1487635200
514,25,0,0,0,0,0,1,671.14,1483315200
898,982,0,0,0,0,1,0,112.84,1483228800
830,335,0,1,0,0,0,0,450.73,1488326400
174,303,0,1,0,0,0,0,919.33,1483574400
690,101,0,1,0,0,0,0,914.17,1484438400
939,821,1,0,0,0,0,0,437.7,1489017600
567,200,0,1,0,0,0,0,447.26,1483315200
562,236,0,0,0,0,0,1,200.6,1488585600
60,360,1,0,0,0,0,0,578.47,1487462400
667,844,0,0,0,1,0,0,127.13,1488672000
704,227,0,0,0,0,0,1,968.06,1487894400
457,297,0,1,0,0,0,0,919.39,1488326400
615,362,0,0,0,0,0,1,853.68,1484092800
84,477,0,0,0,0,0,1,817.88,1488499200
661,266,0,0,0,0,0,1,572.53,1483228800
283,212,1,0,0,0,0,0,921.55,1483574400
189,973,0,0,0,1,0,0,296.72,1487808000
325,308,0,0,0,0,0,1,754.38,1487808000
4,587,0,0,1,0,0,0,395.91,1486425600
929,645,0,0,0,0,0,1,796.52,1483401600
920,982,0,0,0,0,1,0,346.76,1486857600
147,992,0,0,0,0,0,1,425.06,1488931200
851,645,1,0,0,0,0,0,755.03,1488499200
134,393,0,0,0,0,1,0,162.47,1487894400
702,255,1,0,0,0,0,0,364.59,1486339200
132,984,0,0,0,0,1,0,129.39,1484092800
795,493,0,1,0,0,0,0,950.21,1483833600
191,680,1,0,0,0,0,0,520.12,1488672000
792,372,0,1,0,0,0,0,706.19,1486080000
555,257,0,0,0,0,0,1,744.98,1486857600
456,120,0,0,0,0,0,1,883.72,1485734400
955,921,0,0,0,1,0,0,216.95,1484092800
721,471,1,0,0,0,0,0,395.42,1485648000
543,241,0,0,0,1,0,0,563.02,1485216000
194,512,0,0,0,0,0,1,484.45,1488412800
182,382,0,0,0,0,0,1,676.58,1488931200
638,552,1,0,0,0,0,0,377.47,1485820800
990,615,0,1,0,0,0,0,879.4,1488412800
890,984,1,0,0,0,0,0,865.9,1484006400
634,959,0,0,0,0,0,1,159.23,1488758400
657,727,0,0,0,0,0,1,390.73,1488844800
82,267,0,0,1,0,0,0,864.47,1483747200
654,691,0,0,0,0,1,0,827.16,1488931200
546,135,0,0,0,0,1,0,225.62,1488758400
529,341,0,0,0,0,0,1,449.79,1484006400
428,36,0,0,0,0,1,0,399.39,1487980800
776,967,0,0,0,0,0,1,714.65,1485734400
135,990,1,0,0,0,0,0,968.33,1485475200
765,771,0,0,0,0,1,0,895.97,1487289600
103,275,0,0,0,1,0,0,792.3,1486339200
436,285,0,1,0,0,0,0,864.95,1487116800
648,791,1,0,0,0,0,0,561.16,1483920000
131,537,0,0,0,0,1,0,204.9,1484179200
901,981,0,0,0,0,0,1,517.12,1484524800
150,812,0,0,0,0,1,0,649.54,1487808000
522,193,0,0,0,0,1,0,687.08,1483833600
701,111,0,0,0,0,0,1,465.55,1488758400
876,970,0,0,0,0,0,1,923.71,1486339200
70,663,0,0,0,0,0,1,628.14,1489190400
61,998,0,0,0,0,0,1,627.28,1486166400
432,398,0,0,0,0,0,1,870.4,1488499200
425,174,0,1,0,0,0,0,114.03,1487980800
18,768,0,0,0,1,0,0,128.36,1488758400
912,323,0,1,0,0,0,0,956.99,1486080000
630,357,0,0,0,0,0,1,129.25,1483747200
83,447,0,0,0,1,0,0,701.35,1487721600
577,241,0,0,0,0,0,1,326.86,1486684800
826,79,0,0,0,0,0,1,493.0,1484006400
860,63,0,0,0,0,0,1,495.64,1488412800
181,597,0,0,0,0,1,0,905.55,1485561600
907,625,0,0,0,0,0,1,436.46,1487980800
403,404,0,0,0,0,0,1,375.73,1486166400
742,114,0,0,0,0,0,1,234.98,1489104000
124,903,1,0,0,0,0,0,642.46,1488585600
414,231,0,0,0,0,0,1,579.65,1487289600
948,335,0,0,0,0,0,1,801.05,1488067200
478,405,1,0,0,0,0,0,311.09,1488758400
63,963,0,0,0,0,1,0,301.35,1485993600
817,304,0,0,1,0,0,0,652.12,1487980800
975,95,0,0,0,0,1,0,745.05,1483315200
987,187,0,0,0,0,1,0,591.83,1485302400
676,526,0,1,0,0,0,0,703.46,1485993600
76,914,0,0,1,0,0,0,425.96,1484697600
165,821,1,0,0,0,0,0,233.93,1483833600
696,694,0,0,0,0,0,1,200.59,1485648000
624,711,0,0,0,0,0,1,770.41,1484006400
764,980,0,0,0,0,1,0,606.36,1483833600
892,937,1,0,0,0,0,0,255.38,1485993600
398,327,1,0,0,0,0,0,325.91,1487289600
795,977,0,0,0,0,1,0,443.78,1488067200
208,377,0,0,0,0,0,1,642.06,1487894400
716,355,0,0,0,0,0,1,580.15,1485475200
520,219,0,1,0,0,0,0,855.88,1483315200
48,650,0,0,0,0,1,0,515.78,1484956800
773,937,0,0,0,1,0,0,645.07,1489017600
436,285,1,0,0,0,0,0,420.82,1489190400
625,216,0,0,0,0,0,1,339.04,1488326400
609,913,0,0,0,0,0,1,710.11,1486080000
485,27,0,0,0,0,1,0,246.72,1484438400
511,397,0,0,1,0,0,0,697.26,1484265600
86,834,1,0,0,0,0,0,892.8,1484784000
455,264,0,0,0,0,0,1,404.03,1484179200
668,912,0,0,0,0,0,1,491.16,1488412800
167,302,0,1,0,0,0,0,674.36,1485043200
74,529,0,0,0,0,0,1,235.33,1484179200
428,36,0,0,0,0,0,1,400.36,1489190400
579,85,0,0,0,1,0,0,371.41,1488153600
986,540,0,1,0,0,0,0,956.02,1488067200
999,277,0,1,0,0,0,0,321.58,1486598400
633,956,0,0,0,0,0,1,557.29,1485561600
564,193,0,0,0,1,0,0,371.11,1486857600
461,679,1,0,0,0,0,0,702.43,1484179200
701,277,0,0,0,0,0,1,768.49,1484179200
441,187,1,0,0,0,0,0,293.05,1487548800
89,996,0,0,0,0,0,1,280.67,1488844800
542,16,0,0,1,0,0,0,348.39,1488326400
406,353,0,1,0,0,0,0,333.03,1486166400
560,229,1,0,0,0,0,0,764.48,1486512000
691,530,0,0,0,0,0,1,308.14,1486252800
826,79,0,0,0,0,0,1,683.65,1486425600
637,697,0,0,0,0,1,0,319.62,1486944000
921,318,0,0,0,0,0,1,492.64,1486512000
410,207,0,0,0,0,0,1,265.91,1483315200
937,784,0,0,0,0,0,1,395.76,1487894400
182,937,0,0,0,0,1,0,697.74,1484697600
942,853,1,0,0,0,0,0,199.72,1487894400
426,399,0,0,0,1,0,0,913.32,1483833600
737,786,0,1,0,0,0,0,716.03,1487980800
499,301,0,1,0,0,0,0,167.71,1484092800
916,697,0,1,0,0,0,0,500.16,1484784000
898,238,0,0,0,0,1,0,183.65,1485993600
468,188,0,0,0,0,0,1,164.89,1486598400
7,245,0,0,0,0,0,1,246.93,1487980800
997,606,0,0,0,0,1,0,888.05,1487721600
538,214,0,1,0,0,0,0,462.81,1484697600
465,296,0,0,0,0,0,1,413.97,1486598400
924,385,0,1,0,0,0,0,253.41,1486512000
561,414,0,0,0,0,1,0,574.81,1488153600
746,836,0,0,0,0,0,1,837.62,1486425600
427,200,0,0,0,1,0,0,381.14,1485820800
922,99,1,0,0,0,0,0,630.01,1484870400
78,999,1,0,0,0,0,0,880.07,1489190400
837,274,0,1,0,0,0,0,794.13,1485993600
173,924,0,0,0,0,0,1,341.28,1484092800
847,688,0,1,0,0,0,0,596.54,1484524800
957,846,0,0,0,0,0,1,553.57,1485907200
496,369,0,0,1,0,0,0,284.48,1483401600
421,261,0,1,0,0,0,0,603.99,1488499200
979,349,1,0,0,0,0,0,801.43,1486080000
865,342,0,0,0,0,0,1,608.3,1484956800
682,787,0,0,0,0,0,1,474.3,1483747200
595,362,0,1,0,0,0,0,543.61,1486857600
104,997,0,0,0,0,0,1,439.45,1486684800
195,953,0,0,0,0,0,1,565.84,1487894400
129,455,0,0,0,0,0,1,472.06,1484524800
974,681,0,0,0,0,0,1,829.46,1487548800
966,989,1,0,0,0,0,0,865.6,1486252800
708,214,0,0,0,0,1,0,522.26,1488412800
119,615,0,0,0,0,0,1,390.6,1485388800
816,979,1,0,0,0,0,0,771.63,1488326400
550,338,0,0,0,0,0,1,600.46,1486684800
939,388,1,0,0,0,0,0,854.46,1485907200
961,864,0,0,0,0,0,1,661.96,1487635200
780,993,0,1,0,0,0,0,268.76,1486166400
13,752,0,1,0,0,0,0,1014.73,1484524800
529,74,0,0,0,0,1,0,545.38,1483228800
812,788,0,0,0,1,0,0,478.13,1485216000
379,280,1,0,0,0,0,0,904.23,1488758400
964,360,0,0,0,0,0,1,159.42,1484092800
445,283,0,1,0,0,0,0,108.83,1487721600
813,987,0,0,0,0,0,1,387.8,1489104000
905,376,0,0,0,1,0,0,173.58,1486598400
903,966,1,0,0,0,0,0,802.58,1484784000
451,258,0,1,0,0,0,0,175.86,1485907200
915,359,0,0,0,0,0,1,337.24,1485216000
700,522,0,0,0,0,0,1,579.33,1484524800
973,218,0,0,0,1,0,0,684.68,1485648000
452,69,1,0,0,0,0,0,419.12,1484956800
887,733,1,0,0,0,0,0,959.94,1487376000
734,725,0,0,0,0,0,1,880.9,1487462400
965,990,0,0,0,0,0,1,400.7,1488412800
790,865,1,0,0,0,0,0,483.14,1488931200
957,846,0,0,0,0,0,1,241.26,1487721600
571,175,0,0,0,0,0,1,295.06,1488931200
884,900,0,0,0,0,0,1,278.55,1485043200
610,377,0,0,1,0,0,0,111.87,1489104000
850,446,0,0,0,0,0,1,492.98,1485129600
842,907,0,0,0,0,1,0,557.89,1487721600
799,674,0,0,0,0,0,1,286.52,1486857600
19,940,0,0,0,0,0,1,540.48,1484524800
535,107,0,0,0,0,0,1,174.76,1483574400
937,298,0,0,0,0,1,0,624.67,1485734400
431,335,1,0,0,0,0,0,916.86,1486166400
90,929,0,0,0,0,1,0,206.05,1483920000
530,143,0,0,0,0,0,1,136.38,1485734400
186,215,0,0,0,1,0,0,270.95,1488844800
18,768,0,0,0,1,0,0,147.4,1486944000
881,287,0,0,0,0,0,1,195.73,1485302400
131,668,0,0,0,0,1,0,171.08,1487808000
587,248,0,1,0,0,0,0,941.19,1487721600
589,404,0,0,0,1,0,0,558.62,1485043200
958,996,0,1,0,0,0,0,669.5,1485475200
884,351,0,0,1,0,0,0,584.57,1485302400
718,795,0,1,0,0,0,0,790.61,1485734400
508,309,0,0,0,0,0,1,603.88,1484265600
90,168,1,0,0,0,0,0,608.67,1485129600
415,51,0,0,0,0,1,0,108.09,1486166400
534,100,0,0,0,0,0,1,825.58,1484006400
150,449,0,0,0,0,0,1,238.98,1485388800
129,225,0,1,0,0,0,0,106.37,1483228800
717,358,1,0,0,0,0,0,764.86,1488067200
630,554,1,0,0,0,0,0,715.46,1487376000
136,820,0,0,0,0,0,1,569.45,1483920000
799,844,0,0,0,0,1,0,504.58,1485648000
597,181,1,0,0,0,0,0,506.31,1487289600
77,385,0,0,0,0,0,1,141.38,1485820800
472,350,0,0,0,0,0,1,585.81,1487980800
508,73,0,0,0,0,0,1,957.83,1484092800
652,263,1,0,0,0,0,0,865.31,1486771200
723,737,0,1,0,0,0,0,301.96,1483833600
561,414,0,0,0,0,1,0,160.24,1487548800
681,883,0,0,1,0,0,0,340.47,1489190400
870,995,0,0,0,0,0,1,945.73,1484006400
197,964,0,0,0,0,0,1,337.16,1483315200
107,980,0,0,0,1,0,0,185.22,1485907200
831,906,0,0,0,0,1,0,176.5,1487635200
968,41,0,0,0,0,0,1,722.06,1486080000
974,681,0,0,0,0,0,1,356.21,1483315200
560,229,1,0,0,0,0,0,382.47,1485907200
653,827,0,0,0,0,0,1,236.62,1487376000
717,990,0,0,0,0,1,0,187.43,1487376000
730,305,1,0,0,0,0,0,911.79,1486857600
672,741,1,0,0,0,0,0,640.84,1487116800
791,214,0,1,0,0,0,0,435.67,1486166400
802,921,0,0,0,1,0,0,846.49,1484784000
565,519,0,0,0,0,0,1,326.39,1483228800
153,787,0,0,0,0,1,0,988.81,1485993600
886,964,0,0,0,0,0,1,587.24,1484179200
532,632,1,0,0,0,0,0,756.13,1487030400
129,251,0,0,0,0,1,0,319.09,1487635200
962,993,0,0,0,0,0,1,631.24,1487030400
583,356,1,0,0,0,0,0,697.03,1486512000
419,311,0,0,0,0,1,0,968.08,1485561600
554,126,0,0,0,0,1,0,746.5,1487721600
896,981,0,0,0,0,0,1,338.86,1485129600
173,761,0,1,0,0,0,0,974.21,1486512000
455,94,0,0,0,0,0,1,281.64,1485734400
835,108,0,1,0,0,0,0,919.81,1486944000
717,983,0,1,0,0,0,0,414.22,1488585600
883,888,0,0,0,0,0,1,952.09,1485907200
746,895,0,0,0,0,0,1,227.19,1485216000
757,591,0,0,0,0,0,1,314.53,1488758400
175,396,1,0,0,0,0,0,442.19,1487635200
65,750,0,0,0,0,1,0,130.23,1486080000
716,545,0,0,0,0,0,1,709.03,1485993600
593,167,0,0,0,0,1,0,580.82,1486339200
401,133,0,1,0,0,0,0,261.26,1487030400
127,994,1,0,0,0,0,0,163.85,1484179200
682,928,0,0,1,0,0,0,848.23,1484352000
74,529,0,0,0,0,0,1,510.85,1489017600
998,915,0,0,0,0,0,1,686.9,1485475200
141,398,0,0,0,0,0,1,856.79,1488758400
527,102,1,0,0,0,0,0,929.13,1487116800
846,712,0,0,0,0,0,1,486.65,1484611200
475,350,0,1,0,0,0,0,677.9,1484956800
990,221,0,0,0,0,0,1,602.56,1488931200
498,326,0,1,0,0,0,0,803.74,1484956800
565,519,0,0,0,0,0,1,330.62,1487462400
496,301,1,0,0,0,0,0,920.23,1486080000
615,558,0,0,0,0,0,1,647.34,1486944000
811,864,0,1,0,0,0,0,481.91,1486944000
91,964,0,0,0,0,0,1,957.71,1488758400
488,335,0,0,0,0,1,0,209.22,1489017600
651,795,0,0,0,0,0,1,758.55,1483660800
444,81,0,0,0,0,0,1,589.8,1488412800
967,982,0,0,1,0,0,0,366.71,1487289600
770,882,0,0,0,0,0,1,203.58,1487030400
927,431,0,0,0,0,0,1,939.23,1486080000
609,224,0,0,0,0,0,1,751.89,1487894400
151,384,0,0,1,0,0,0,652.88,1485388800
34,123,0,0,0,0,0,1,486.72,1485302400
968,41,0,0,0,0,0,1,998.55,1488499200
120,958,0,1,0,0,0,0,577.31,1486771200
594,77,0,0,0,0,0,1,495.6,1484352000
534,100,1,0,0,0,0,0,751.08,1485216000
11,834,0,0,0,0,1,0,982.13,1489017600
177,291,0,0,0,0,0,1,923.25,1485734400
462,606,0,0,0,0,0,1,204.07,1484352000
526,259,1,0,0,0,0,0,875.54,1483747200
542,16,0,0,0,0,0,1,797.85,1485302400
901,320,0,0,0,1,0,0,344.61,1485043200
731,240,0,0,0,0,0,1,665.75,1488931200
819,961,0,0,0,0,0,1,832.66,1488326400
632,716,0,0,0,0,1,0,401.1,1484524800
998,915,0,0,0,0,0,1,372.46,1484870400
32,984,0,0,0,0,0,1,128.5,1484265600
839,676,0,0,0,0,0,1,455.06,1489190400
729,996,0,0,0,0,0,1,512.74,1485302400
794,671,0,0,0,0,0,1,417.99,1483574400
64,811,0,0,0,0,0,1,259.17,1484956800
316,237,0,0,0,1,0,0,829.7,1483315200
778,857,0,1,0,0,0,0,199.8,1488499200
621,280,0,0,0,0,0,1,722.96,1486339200
993,621,0,0,0,0,0,1,285.33,1484870400
935,321,0,0,0,0,1,0,469.11,1484784000
520,216,0,0,0,0,0,1,515.84,1486512000
494,209,1,0,0,0,0,0,155.73,1485129600
584,293,1,0,0,0,0,0,220.55,1489104000
504,515,0,0,0,1,0,0,419.29,1485043200
998,915,0,0,0,0,0,1,311.82,1489104000
499,301,0,0,0,1,0,0,417.21,1485907200
499,301,0,1,0,0,0,0,150.42,1484697600
773,940,0,1,0,0,0,0,728.95,1488412800
744,251,0,1,0,0,0,0,225.04,1488758400
889,999,0,0,0,0,0,1,360.35,1487116800
983,951,0,0,0,0,0,1,747.43,1484092800
411,46,0,0,0,0,0,1,378.54,1487030400
865,342,0,0,0,0,0,1,110.46,1487980800
467,27,0,0,0,0,0,1,655.14,1488931200
138,659,1,0,0,0,0,0,363.81,1484524800
492,119,0,1,0,0,0,0,390.6,1485907200
649,467,0,0,0,0,0,1,173.98,1487462400
752,673,0,0,0,0,1,0,573.35,1487548800
527,102,1,0,0,0,0,0,612.99,1488326400
793,713,0,0,0,0,0,1,129.32,1485129600
117,166,0,1,0,0,0,0,221.34,1487635200
178,811,0,0,0,1,0,0,205.28,1488067200
188,468,0,0,0,0,1,0,174.31,1485216000
714,650,0,0,0,0,1,0,224.14,1483660800
691,990,0,0,0,1,0,0,984.22,1487462400
678,866,0,0,0,0,0,1,662.02,1483401600
836,667,0,0,0,0,0,1,959.75,1487289600
100,270,0,0,0,0,0,1,674.86,1485648000
641,990,0,0,0,0,1,0,149.78,1484352000
857,373,0,0,0,0,1,0,808.71,1488931200
56,999,1,0,0,0,0,0,499.25,1487030400
874,880,0,1,0,0,0,0,224.31,1487462400
953,870,0,0,0,0,0,1,284.8,1484352000
935,911,0,0,0,0,0,1,166.41,1484697600
548,127,0,0,0,0,0,1,842.66,1485216000
938,471,0,0,0,0,0,1,438.17,1487203200
428,36,1,0,0,0,0,0,385.33,1484956800
607,536,0,1,0,0,0,0,148.64,1484697600
105,255,0,1,0,0,0,0,608.95,1483315200
679,880,0,0,0,0,0,1,882.81,1487980800
136,820,0,0,0,0,0,1,703.35,1486339200
789,751,0,0,0,0,0,1,835.26,1488153600
855,325,0,0,0,0,0,1,919.82,1485388800
459,231,1,0,0,0,0,0,584.17,1484179200
975,95,0,0,0,0,1,0,635.66,1485734400
916,697,0,1,0,0,0,0,873.15,1487203200
785,308,0,0,0,0,0,1,884.84,1485993600
198,980,0,0,0,0,1,0,244.68,1489017600
870,995,0,0,0,0,0,1,455.87,1484611200
953,870,0,0,0,0,0,1,172.09,1487376000
7,245,0,0,0,0,0,1,682.43,1485561600
476,148,0,0,0,1,0,0,343.79,1483315200
621,658,0,0,0,0,1,0,894.71,1486166400
667,360,0,0,0,0,1,0,330.78,1485043200
874,880,0,1,0,0,0,0,518.65,1483228800
68,866,0,0,0,0,0,1,353.54,1488585600
819,961,0,0,0,0,0,1,973.46,1485907200
712,951,0,0,0,0,0,1,767.13,1487808000
760,970,0,0,1,0,0,0,391.85,1484784000
995,25,1,0,0,0,0,0,925.25,1486512000
662,83,0,0,0,0,0,1,130.51,1483228800
904,963,0,0,0,1,0,0,421.73,1486857600
56,931,0,1,0,0,0,0,230.16,1487635200
159,340,0,0,0,0,0,1,786.18,1486425600
147,846,0,0,0,0,1,0,145.19,1483488000
919,345,0,0,1,0,0,0,463.49,1488067200
507,208,0,0,1,0,0,0,829.55,1483574400
875,566,0,0,0,0,0,1,847.62,1483920000
416,308,0,0,1,0,0,0,404.4,1484870400
530,273,0,0,0,0,0,1,699.3,1484438400
164,488,0,0,0,0,0,1,115.88,1488758400
455,297,0,0,0,0,0,1,773.89,1487721600
988,235,1,0,0,0,0,0,552.61,1485302400
138,659,1,0,0,0,0,0,641.56,1486944000
704,207,0,0,0,0,0,1,699.59,1484524800
612,66,0,0,0,0,1,0,857.35,1487635200
193,399,0,0,0,0,0,1,102.14,1488326400
62,806,0,0,0,0,1,0,959.08,1486339200
473,567,0,1,0,0,0,0,826.51,1486339200
828,920,0,1,0,0,0,0,394.69,1486857600
598,79,0,0,0,0,0,1,777.8,1486684800
642,200,0,0,0,0,1,0,980.68,1485043200
524,2,0,1,0,0,0,0,654.98,1483315200
950,913,1,0,0,0,0,0,690.87,1487548800
773,238,0,1,0,0,0,0,952.22,1488412800
572,369,0,1,0,0,0,0,694.4,1483833600
436,285,0,0,0,0,0,1,675.73,1484352000
95,502,0,0,0,0,0,1,345.38,1484956800
996,395,0,0,0,0,0,1,888.26,1487116800
792,372,0,1,0,0,0,0,558.01,1485648000
160,748,0,0,0,0,1,0,479.77,1485561600
235,305,0,0,0,0,1,0,684.51,1483228800
555,257,0,0,0,1,0,0,688.29,1487462400
487,66,1,0,0,0,0,0,515.54,1487289600
518,240,0,0,0,0,0,1,166.31,1485216000
567,200,0,0,0,0,0,1,117.48,1487548800
887,733,1,0,0,0,0,0,804.2,1485561600
192,157,0,1,0,0,0,0,485.15,1483747200
561,414,0,1,0,0,0,0,319.34,1484524800
852,997,0,1,0,0,0,0,970.0,1487894400
535,107,0,0,0,0,1,0,549.45,1487203200
9,905,0,1,0,0,0,0,1004.01,1484438400
648,712,0,0,0,0,0,1,537.49,1486944000
599,35,0,0,0,0,1,0,724.89,1488240000
109,598,0,0,0,1,0,0,839.1,1484784000
891,905,0,1,0,0,0,0,970.33,1488240000
399,333,0,0,0,0,1,0,697.38,1484179200
764,390,0,0,0,0,0,1,481.39,1485043200
956,884,0,0,0,0,0,1,618.07,1488499200
863,933,0,1,0,0,0,0,330.0,1487030400
2,524,0,0,0,0,0,1,476.21,1488412800
165,718,0,0,0,0,0,1,1091.32,1488672000
518,294,0,1,0,0,0,0,834.81,1488585600
874,880,0,1,0,0,0,0,742.86,1484438400
966,229,1,0,0,0,0,0,340.92,1488758400
948,335,0,0,0,0,0,1,935.35,1483228800
936,267,1,0,0,0,0,0,371.47,1486166400
15,887,0,1,0,0,0,0,1011.82,1485993600
335,283,0,0,0,0,0,1,545.33,1487808000
803,279,0,0,0,0,1,0,554.03,1486166400
530,331,0,0,0,0,0,1,592.68,1486857600
780,974,0,0,0,0,0,1,351.94,1483747200
12,271,0,0,0,0,0,1,720.02,1486339200
561,414,0,0,0,0,0,1,378.2,1483315200
607,530,0,1,0,0,0,0,813.03,1486512000
128,961,0,0,0,0,0,1,353.58,1485216000
274,211,0,0,0,0,0,1,618.69,1484265600
996,357,0,0,0,0,0,1,204.73,1486252800
979,349,1,0,0,0,0,0,498.17,1484870400
683,928,0,0,0,0,0,1,313.77,1486512000
879,269,0,0,0,0,0,1,614.2,1488412800
741,895,1,0,0,0,0,0,733.6,1488153600
404,254,0,1,0,0,0,0,441.67,1483401600
973,403,0,0,0,0,0,1,866.5,1485993600
887,733,1,0,0,0,0,0,758.21,1486771200
920,982,0,0,0,0,1,0,442.03,1488672000
614,915,0,0,0,0,0,1,302.58,1484438400
196,476,0,0,0,0,0,1,494.41,1483228800
79,957,0,0,0,0,0,1,837.82,1484697600
993,387,1,0,0,0,0,0,772.89,1487289600
34,123,0,0,0,0,0,1,283.25,1483488000
42,997,0,0,0,0,1,0,110.46,1487203200
186,727,0,0,0,0,1,0,801.07,1486425600
737,742,1,0,0,0,0,0,331.61,1486166400
593,167,0,0,0,0,1,0,606.45,1485734400
584,392,0,0,0,0,0,1,293.83,1487721600
171,700,0,0,0,0,0,1,174.01,1487635200
31,613,0,0,1,0,0,0,132.28,1486339200
599,35,1,0,0,0,0,0,396.03,1488844800
141,827,0,1,0,0,0,0,188.64,1483315200
959,320,0,0,0,1,0,0,436.95,1485648000
952,484,0,0,1,0,0,0,410.29,1483920000
583,297,1,0,0,0,0,0,348.81,1488931200
947,998,0,0,0,0,0,1,242.26,1488499200
796,328,0,0,0,0,1,0,794.34,1484092800
114,295,1,0,0,0,0,0,666.5,1484352000
85,991,0,0,0,1,0,0,708.89,1486771200
41,454,0,0,0,0,0,1,598.8,1488672000
842,907,0,0,0,0,1,0,555.34,1484092800
949,960,0,0,0,0,0,1,655.58,1483833600
260,324,0,1,0,0,0,0,858.22,1484265600
492,119,0,0,1,0,0,0,424.9,1483488000
753,332,0,0,1,0,0,0,642.29,1484697600
547,64,0,0,0,1,0,0,490.03,1488412800
879,911,0,0,0,0,0,1,261.13,1483488000
571,175,0,0,0,0,0,1,532.05,1486512000
99,902,0,0,1,0,0,0,149.68,1485734400
458,387,0,0,0,0,1,0,278.95,1485907200
29,722,1,0,0,0,0,0,948.89,1485388800
45,448,1,0,0,0,0,0,398.08,1484956800
46,495,0,0,0,0,1,0,113.82,1487894400
928,552,0,0,0,0,0,1,865.45,1483574400
998,291,0,0,1,0,0,0,743.7,1486598400
68,883,0,0,0,0,0,1,301.52,1487376000
624,690,0,0,0,0,1,0,230.07,1488240000
860,63,0,0,0,0,0,1,762.33,1489017600
410,246,0,1,0,0,0,0,678.06,1483488000
596,288,0,0,0,0,0,1,542.38,1487289600
905,653,0,1,0,0,0,0,542.67,1483920000
857,248,0,0,0,0,0,1,427.64,1485734400
907,625,0,0,0,0,0,1,159.07,1486166400
825,680,1,0,0,0,0,0,361.75,1484179200
687,948,0,0,0,0,0,1,479.65,1486512000
735,686,0,0,0,0,1,0,123.61,1483747200
22,776,0,0,0,0,0,1,942.36,1483228800
647,882,0,0,0,0,1,0,522.71,1485302400
802,921,0,0,0,1,0,0,182.55,1483574400
902,529,0,0,0,0,1,0,645.15,1484870400
640,484,0,0,0,0,0,1,871.37,1485388800
160,748,0,0,0,0,1,0,707.38,1488585600
686,973,0,0,0,0,0,1,908.36,1483574400
412,332,0,0,0,0,0,1,155.49,1483488000
445,283,0,0,0,0,0,1,300.86,1483488000
795,204,0,0,0,0,0,1,613.6,1487462400
173,761,0,1,0,0,0,0,424.83,1483488000
628,998,1,0,0,0,0,0,220.22,1485820800
435,323,0,1,0,0,0,0,227.99,1488412800
140,966,0,1,0,0,0,0,850.93,1488931200
646,254,0,0,0,1,0,0,272.83,1484524800
3,975,0,0,0,0,0,1,727.78,1488240000
678,399,0,0,1,0,0,0,843.25,1487030400
968,327,1,0,0,0,0,0,787.69,1486684800
456,120,0,0,1,0,0,0,843.12,1487548800
84,917,0,0,0,0,0,1,245.88,1487289600
959,670,0,0,0,0,0,1,977.6,1489190400
8,980,1,0,0,0,0,0,428.32,1485388800
18,812,0,0,0,0,0,1,227.05,1488153600
552,397,0,0,0,0,1,0,761.95,1483488000
192,157,0,1,0,0,0,0,616.61,1486771200
692,845,0,0,0,0,0,1,335.07,1483574400
401,133,0,1,0,0,0,0,172.74,1488844800
684,345,1,0,0,0,0,0,863.58,1483228800
729,923,0,1,0,0,0,0,597.31,1487116800
669,390,0,0,0,0,1,0,397.5,1484006400
953,870,0,0,0,0,0,1,960.51,1489190400
626,206,0,0,0,0,0,1,930.05,1487894400
179,592,1,0,0,0,0,0,782.22,1485388800
280,293,0,0,0,1,0,0,393.37,1484265600
100,133,1,0,0,0,0,0,306.33,1486857600
16,542,0,0,0,0,0,1,313.3,1484438400
130,897,0,1,0,0,0,0,589.42,1485302400
729,989,0,0,0,0,0,1,789.03,1488326400
5,824,0,0,0,0,0,1,448.38,1484265600
129,719,0,1,0,0,0,0,559.24,1485734400
710,995,0,0,0,0,1,0,430.47,1484265600
526,259,0,0,0,0,1,0,643.6,1487376000
17,961,0,0,0,0,1,0,226.91,1487635200
819,241,0,0,0,0,0,1,641.63,1485388800
40,365,0,0,0,1,0,0,873.72,1483228800
128,961,0,0,0,0,0,1,103.41,1487635200
766,564,0,0,0,0,0,1,228.4,1484092800
643,722,1,0,0,0,0,0,110.19,1486080000
