orig_acct,bene_acct,cash_in,cash_out,debit,deposit,payment,transfer,base_amt,tran_timestamp
601,656,1,0,0,0,0,0,916.6,1611446400
808,193,0,1,0,0,0,0,403.21,1611964800
813,992,0,0,0,0,1,0,630.04,1610496000
795,204,0,0,1,0,0,0,237.47,1611273600
972,310,0,0,0,0,0,1,504.58,1611273600
997,230,1,0,0,0,0,0,316.9,1611532800
964,729,0,0,0,1,0,0,681.77,1611532800
987,321,0,0,0,0,0,1,178.05,1610928000
929,645,0,0,0,0,1,0,357.24,1610236800
924,366,0,0,0,0,1,0,612.37,1611619200
860,951,0,0,0,0,0,1,766.58,1611014400
80,992,0,0,0,0,0,1,329.94,1611878400
428,36,1,0,0,0,0,0,833.34,1611792000
459,925,1,0,0,0,0,0,115.51,1611273600
604,279,0,0,0,0,0,1,216.29,1611187200
938,492,0,0,0,0,1,0,818.21,1610409600
437,263,0,1,0,0,0,0,133.87,1609545600
976,963,0,1,0,0,0,0,285.21,1611187200
156,668,1,0,0,0,0,0,584.54,1610841600
510,346,0,1,0,0,0,0,644.36,1611792000
92,808,0,0,0,0,1,0,651.94,1611964800
572,369,0,1,0,0,0,0,235.81,1611878400
731,249,0,0,0,0,0,1,665.51,1611878400
867,295,0,0,0,0,0,1,340.27,1610668800
970,992,0,0,0,0,0,1,772.16,1610236800
801,770,1,0,0,0,0,0,350.5,1611273600
827,376,1,0,0,0,0,0,536.36,1611619200
797,630,0,0,0,0,0,1,682.83,1611273600
975,389,0,0,0,0,1,0,477.71,1611964800
775,898,1,0,0,0,0,0,685.42,1610928000
86,776,0,1,0,0,0,0,809.48,1610409600
70,605,0,0,0,0,1,0,805.0,1610582400
41,454,0,0,0,0,0,1,333.72,1609459200
878,907,1,0,0,0,0,0,732.87,1611273600
962,727,1,0,0,0,0,0,945.8,1611446400
353,273,0,1,0,0,0,0,878.72,1610064000
880,813,0,0,0,0,1,0,659.41,1610236800
842,907,0,0,0,1,0,0,439.02,1610323200
604,279,0,0,0,0,0,1,941.1,1610409600
824,358,0,1,0,0,0,0,543.01,1611878400
126,64,0,1,0,0,0,0,566.68,1610755200
413,89,0,0,0,0,0,1,419.45,1611187200
16,359,0,0,0,0,0,1,743.99,1611273600
856,977,0,1,0,0,0,0,940.92,1611187200
974,976,0,0,0,0,0,1,617.23,1609545600
982,59,0,0,0,1,0,0,994.68,1609459200
897,997,0,0,0,1,0,0,996.68,1611792000
907,322,0,0,0,0,0,1,332.96,1611360000
868,993,0,0,0,0,0,1,822.65,1610755200
351,285,0,0,0,0,0,1,586.85,1610928000
618,673,0,1,0,0,0,0,151.31,1611878400
768,254,0,0,0,0,0,1,255.23,1612051200
963,653,0,0,0,0,1,0,811.0,1609804800
933,811,1,0,0,0,0,0,898.34,1611619200
981,312,0,0,0,1,0,0,259.89,1610668800
974,734,0,0,0,0,0,1,135.93,1610755200
987,504,0,0,0,1,0,0,505.23,1611532800
648,596,0,1,0,0,0,0,495.17,1610755200
4,918,0,0,0,0,0,1,359.29,1610841600
983,946,1,0,0,0,0,0,324.08,1610323200
907,881,0,0,0,0,1,0,844.81,1611187200
909,809,0,0,0,0,0,1,604.95,1612051200
950,913,1,0,0,0,0,0,952.58,1611360000
170,987,0,0,1,0,0,0,311.84,1610928000
981,996,0,1,0,0,0,0,233.82,1609459200
854,157,0,0,0,0,0,1,230.85,1609977600
965,908,0,0,0,1,0,0,947.74,1609804800
944,326,0,1,0,0,0,0,793.09,1612051200
998,974,0,0,0,0,0,1,313.17,1611705600
841,954,0,0,0,0,1,0,841.7,1611187200
996,325,0,1,0,0,0,0,178.84,1610668800
649,971,0,0,0,1,0,0,217.6,1611273600
973,686,1,0,0,0,0,0,847.8,1610409600
790,831,0,0,0,0,1,0,874.89,1609718400
983,299,0,0,0,1,0,0,788.86,1612051200
996,150,0,1,0,0,0,0,870.37,1610064000
965,642,0,0,0,0,1,0,666.37,1609804800
823,802,0,1,0,0,0,0,122.89,1611360000
996,909,0,0,0,0,0,1,319.93,1611878400
982,950,0,0,0,0,0,1,515.7,1611273600
948,998,0,0,0,0,0,1,695.24,1610064000
985,653,0,1,0,0,0,0,549.33,1611446400
615,922,1,0,0,0,0,0,265.58,1610150400
843,931,0,0,0,0,1,0,944.63,1609718400
533,629,0,1,0,0,0,0,727.65,1610409600
951,931,0,0,0,0,0,1,755.23,1611360000
982,848,0,0,0,0,0,1,999.91,1610668800
819,984,0,0,1,0,0,0,162.37,1611532800
727,107,0,0,0,0,0,1,427.99,1611100800
804,643,0,0,0,0,0,1,329.79,1610582400
921,236,0,0,0,0,0,1,589.05,1610755200
808,143,0,0,0,0,1,0,221.73,1611360000
27,467,0,0,0,0,1,0,342.96,1610150400
136,820,0,0,0,0,0,1,873.81,1610150400
786,107,0,0,0,0,0,1,838.95,1611619200
169,969,0,0,0,0,1,0,514.07,1610668800
962,837,0,0,0,1,0,0,828.66,1610236800
981,295,1,0,0,0,0,0,919.31,1609459200
970,953,1,0,0,0,0,0,272.38,1611446400
999,997,0,1,0,0,0,0,600.13,1611360000
759,827,0,1,0,0,0,0,958.91,1611792000
838,318,0,0,0,0,1,0,948.69,1611532800
920,982,0,0,0,0,1,0,125.54,1610668800
190,523,0,0,0,0,1,0,915.77,1609804800
639,963,0,0,0,0,0,1,185.95,1610928000
915,562,0,0,1,0,0,0,790.22,1611187200
994,612,0,0,0,0,0,1,985.15,1609804800
901,248,0,0,0,0,1,0,275.69,1611964800
120,992,0,0,0,0,0,1,235.57,1611792000
536,125,0,0,0,0,0,1,904.84,1609718400
121,987,0,0,0,0,0,1,441.65,1610755200
359,605,0,0,0,0,0,1,130.61,1609977600
427,200,0,0,0,0,1,0,845.67,1610236800
86,968,0,0,0,1,0,0,894.72,1609804800
793,564,0,0,0,0,0,1,227.74,1610755200
949,623,0,0,0,0,1,0,472.56,1610668800
832,474,0,0,0,0,1,0,701.6,1609718400
17,999,0,0,0,0,1,0,396.6,1611446400
813,725,0,0,0,0,0,1,985.99,1610496000
972,849,0,0,0,0,0,1,181.93,1609459200
904,743,1,0,0,0,0,0,933.12,1609459200
924,337,1,0,0,0,0,0,952.55,1610755200
999,850,0,0,1,0,0,0,721.61,1609545600
957,373,0,0,0,0,0,1,536.23,1611532800
820,606,0,1,0,0,0,0,368.47,1610150400
992,881,1,0,0,0,0,0,891.14,1609891200
961,872,0,0,0,0,1,0,881.67,1612051200
654,716,0,0,0,0,1,0,135.69,1610928000
881,364,1,0,0,0,0,0,532.85,1609545600
959,925,1,0,0,0,0,0,227.67,1609977600
946,832,1,0,0,0,0,0,478.65,1611792000
162,752,1,0,0,0,0,0,165.85,1609804800
997,606,0,0,1,0,0,0,306.52,1610928000
828,610,0,1,0,0,0,0,449.79,1610064000
932,328,0,0,0,0,1,0,132.53,1611964800
871,965,0,0,0,0,0,1,830.65,1610582400
746,895,0,0,0,0,0,1,106.11,1611446400
910,672,0,0,0,0,0,1,204.57,1611014400
513,378,0,0,0,0,0,1,626.09,1609545600
39,778,0,0,0,1,0,0,699.38,1609545600
976,686,0,1,0,0,0,0,369.39,1611187200
682,928,0,0,0,0,0,1,865.58,1610582400
995,25,0,0,0,1,0,0,342.71,1610928000
893,995,0,0,0,0,0,1,639.27,1610928000
541,550,1,0,0,0,0,0,441.03,1610323200
918,946,1,0,0,0,0,0,134.62,1609718400
963,858,0,0,0,0,1,0,265.72,1611014400
138,206,1,0,0,0,0,0,529.15,1609891200
848,943,0,0,0,1,0,0,223.21,1611705600
376,210,0,0,0,0,0,1,341.04,1610582400
992,959,0,0,0,0,0,1,834.32,1611705600
859,749,0,0,1,0,0,0,512.99,1610841600
926,997,0,1,0,0,0,0,735.12,1611187200
133,814,0,0,0,0,0,1,440.93,1610755200
531,213,0,0,0,0,0,1,786.85,1610150400
982,239,1,0,0,0,0,0,673.85,1611273600
193,399,0,0,0,0,0,1,208.25,1609891200
495,252,1,0,0,0,0,0,253.78,1611100800
24,909,0,0,0,0,0,1,901.15,1611187200
682,787,0,0,0,0,0,1,319.77,1609977600
781,996,0,1,0,0,0,0,115.93,1610150400
656,994,0,0,1,0,0,0,695.36,1611705600
861,290,0,0,0,0,0,1,987.96,1611792000
592,53,0,1,0,0,0,0,360.29,1611100800
449,150,0,0,0,0,1,0,859.65,1611705600
476,148,1,0,0,0,0,0,428.51,1610150400
998,321,0,0,0,0,0,1,358.6,1609891200
943,391,0,0,0,0,0,1,744.21,1611187200
991,698,0,0,0,0,0,1,297.51,1610582400
893,995,0,0,0,0,0,1,501.79,1611532800
820,862,0,0,0,0,0,1,202.17,1611964800
913,602,0,0,0,0,1,0,771.35,1609718400
511,17,1,0,0,0,0,0,362.69,1609459200
899,673,0,0,0,0,0,1,814.96,1609804800
885,322,0,0,0,0,1,0,436.38,1609891200
613,969,0,1,0,0,0,0,852.53,1611100800
987,321,0,0,0,0,0,1,919.66,1609718400
17,999,0,0,0,0,1,0,395.03,1609632000
905,376,0,1,0,0,0,0,640.5,1609545600
999,161,0,0,1,0,0,0,338.85,1609545600
824,260,0,0,0,0,1,0,367.04,1610236800
58,998,0,0,0,0,0,1,881.09,1609891200
436,376,1,0,0,0,0,0,185.65,1609804800
931,967,0,0,0,1,0,0,577.9,1610323200
743,107,0,1,0,0,0,0,292.42,1610755200
999,775,0,1,0,0,0,0,478.95,1610150400
126,554,0,0,0,0,0,1,507.02,1611360000
988,965,0,0,0,0,0,1,733.15,1610150400
949,960,0,0,0,0,0,1,340.21,1610668800
890,641,0,0,0,0,1,0,510.03,1610841600
862,817,0,0,0,0,0,1,802.36,1610755200
861,953,0,1,0,0,0,0,824.33,1610582400
808,143,0,0,0,0,1,0,558.63,1610755200
198,796,0,0,0,0,1,0,1024.75,1611014400
128,818,0,0,0,1,0,0,165.1,1612051200
11,834,0,0,0,0,1,0,742.49,1610409600
174,303,0,0,0,0,0,1,353.08,1609804800
980,973,0,0,0,1,0,0,903.56,1609459200
976,233,1,0,0,0,0,0,154.92,1611964800
633,288,0,0,1,0,0,0,802.73,1609459200
853,295,0,0,0,0,0,1,775.0,1610928000
932,505,0,0,0,0,0,1,893.09,1611273600
935,259,0,0,0,1,0,0,649.94,1611446400
163,980,0,0,0,0,0,1,280.39,1609891200
829,607,0,0,0,1,0,0,981.98,1609718400
804,643,0,0,0,0,0,1,699.41,1609977600
744,251,0,0,0,1,0,0,475.36,1609545600
516,355,1,0,0,0,0,0,751.45,1610496000
549,417,0,0,0,0,0,1,209.68,1609891200
964,729,0,0,0,1,0,0,422.74,1609718400
14,204,0,0,0,0,0,1,715.38,1609459200
956,936,0,0,0,0,1,0,519.89,1609891200
955,842,0,0,0,0,0,1,207.26,1611532800
972,758,0,0,1,0,0,0,436.4,1611878400
972,576,0,0,0,0,0,1,397.21,1609459200
927,425,0,0,0,0,1,0,288.49,1611705600
554,207,0,0,0,0,0,1,848.79,1610150400
844,715,0,0,0,1,0,0,241.62,1611360000
980,194,0,1,0,0,0,0,169.74,1611878400
757,120,0,1,0,0,0,0,859.59,1611360000
122,506,1,0,0,0,0,0,153.8,1609718400
978,991,0,0,0,1,0,0,151.14,1609891200
920,981,0,0,0,0,1,0,545.6,1610064000
673,515,0,0,0,0,1,0,657.7,1610323200
595,362,0,1,0,0,0,0,882.37,1610064000
932,64,0,0,0,0,0,1,865.9,1610064000
684,345,0,0,1,0,0,0,496.57,1609459200
534,100,0,0,0,0,1,0,331.92,1610841600
965,990,0,0,0,0,0,1,481.89,1611619200
890,984,1,0,0,0,0,0,800.15,1609632000
997,883,0,1,0,0,0,0,712.85,1610928000
896,981,0,0,0,0,0,1,664.22,1609545600
628,900,0,0,1,0,0,0,116.28,1611446400
467,27,0,0,0,0,1,0,796.53,1610323200
840,184,1,0,0,0,0,0,188.43,1609891200
865,235,0,0,1,0,0,0,992.5,1611964800
72,421,0,0,0,0,0,1,952.89,1610409600
863,933,1,0,0,0,0,0,157.37,1611446400
738,423,0,0,0,0,0,1,539.15,1611619200
116,333,0,0,0,0,0,1,366.05,1609804800
988,489,0,0,0,0,1,0,814.35,1611360000
12,859,0,0,0,0,0,1,137.17,1611360000
42,997,0,0,0,0,1,0,474.69,1611619200
158,800,1,0,0,0,0,0,406.08,1610755200
915,989,0,0,0,0,0,1,271.53,1611187200
926,144,0,1,0,0,0,0,761.25,1610582400
912,634,0,0,1,0,0,0,695.23,1611619200
849,967,0,1,0,0,0,0,712.78,1610755200
587,4,0,0,0,0,0,1,891.51,1611705600
931,720,0,0,0,1,0,0,362.65,1610928000
990,397,0,0,0,0,0,1,280.81,1611014400
624,711,0,1,0,0,0,0,980.91,1610236800
865,235,0,0,1,0,0,0,597.2,1611360000
983,951,0,1,0,0,0,0,710.77,1610323200
95,772,0,0,0,0,0,1,378.52,1609977600
954,561,0,0,0,0,0,1,995.98,1611360000
991,514,0,0,1,0,0,0,158.81,1609977600
939,796,0,0,0,0,1,0,270.38,1611014400
963,858,0,0,0,0,1,0,658.55,1610409600
104,961,0,0,0,0,0,1,326.92,1609891200
974,681,0,0,0,0,0,1,175.77,1609545600
784,156,0,1,0,0,0,0,183.49,1609632000
918,391,0,0,0,1,0,0,793.81,1610582400
860,684,0,0,0,0,1,0,170.63,1609804800
981,442,0,1,0,0,0,0,347.68,1609459200
765,669,0,0,0,0,0,1,803.64,1611100800
973,785,1,0,0,0,0,0,323.07,1611014400
464,523,0,0,0,0,0,1,589.64,1611446400
991,974,0,0,1,0,0,0,533.56,1610582400
951,997,0,0,0,0,0,1,168.03,1610150400
900,147,0,0,0,0,1,0,937.54,1610236800
951,209,0,0,0,0,0,1,663.07,1610928000
546,135,0,1,0,0,0,0,285.94,1611964800
466,335,0,0,0,0,0,1,943.77,1610841600
984,901,0,0,0,0,1,0,344.26,1610582400
993,707,0,0,0,1,0,0,530.32,1611705600
977,981,0,1,0,0,0,0,778.94,1611705600
976,974,0,0,1,0,0,0,394.76,1609977600
373,311,0,0,0,0,0,1,283.52,1610409600
553,367,0,0,0,0,0,1,752.48,1611619200
934,982,0,0,0,0,1,0,807.8,1612051200
970,953,1,0,0,0,0,0,773.76,1612051200
410,20,0,0,0,0,0,1,381.14,1611446400
619,286,0,0,0,0,0,1,562.74,1609545600
960,268,0,0,0,0,0,1,576.87,1610668800
510,371,0,0,0,0,1,0,555.44,1610496000
918,223,0,0,0,0,1,0,483.57,1611360000
279,393,0,0,0,0,0,1,211.97,1610064000
851,61,1,0,0,0,0,0,833.07,1609891200
951,931,0,0,0,0,0,1,136.62,1610150400
169,830,1,0,0,0,0,0,367.02,1611878400
828,610,0,1,0,0,0,0,624.72,1609459200
937,994,0,0,1,0,0,0,216.48,1609891200
118,668,0,0,0,1,0,0,546.3,1611273600
937,998,0,0,0,0,0,1,967.47,1611705600
997,982,0,1,0,0,0,0,416.52,1609718400
407,113,1,0,0,0,0,0,349.92,1611705600
937,741,0,1,0,0,0,0,255.24,1610496000
958,71,0,0,0,0,0,1,507.98,1611705600
525,320,0,0,0,0,0,1,551.16,1611100800
948,335,0,0,0,0,0,1,624.06,1609459200
733,840,0,0,0,0,1,0,815.76,1610755200
946,762,0,0,0,0,0,1,790.97,1610582400
996,909,0,0,0,0,0,1,788.95,1610668800
294,273,0,0,0,0,0,1,813.54,1609459200
613,444,0,0,0,0,1,0,147.08,1609891200
997,281,1,0,0,0,0,0,659.84,1610323200
941,368,0,0,0,0,0,1,253.84,1611187200
894,234,0,0,0,0,1,0,798.29,1610755200
176,298,0,0,0,0,1,0,364.23,1611878400
907,625,0,1,0,0,0,0,781.25,1611187200
660,296,0,0,1,0,0,0,319.48,1610236800
962,727,1,0,0,0,0,0,407.35,1612051200
955,567,0,0,0,0,0,1,155.37,1610236800
115,793,0,1,0,0,0,0,111.35,1609718400
875,617,1,0,0,0,0,0,427.56,1611360000
945,899,0,1,0,0,0,0,183.16,1610236800
129,251,0,0,0,0,1,0,443.74,1609632000
875,566,1,0,0,0,0,0,548.08,1611360000
933,960,0,0,0,0,0,1,629.02,1611014400
986,331,0,0,0,0,1,0,632.49,1610668800
466,335,0,0,0,0,0,1,727.21,1610236800
443,50,1,0,0,0,0,0,302.52,1612051200
901,981,0,1,0,0,0,0,129.02,1609545600
494,209,0,1,0,0,0,0,346.54,1611964800
978,997,0,0,0,1,0,0,601.02,1610496000
962,403,0,0,0,0,0,1,954.58,1611446400
796,328,0,0,0,0,0,1,551.41,1610323200
916,697,0,0,0,0,1,0,201.93,1609804800
841,954,0,0,0,0,1,0,195.08,1611792000
814,717,1,0,0,0,0,0,226.99,1610582400
409,343,0,0,0,0,0,1,868.87,1609891200
631,10,1,0,0,0,0,0,768.95,1609804800
163,303,0,0,0,0,0,1,110.77,1611100800
962,727,1,0,0,0,0,0,824.84,1610236800
989,262,0,1,0,0,0,0,944.59,1609891200
415,51,0,0,0,1,0,0,704.54,1609977600
153,370,1,0,0,0,0,0,486.94,1609459200
856,891,0,0,0,0,0,1,671.64,1611187200
520,216,0,0,1,0,0,0,732.03,1609891200
927,523,0,0,0,0,1,0,520.26,1610496000
181,628,0,0,0,0,0,1,245.44,1609977600
881,671,0,0,0,0,0,1,824.47,1610150400
997,982,0,1,0,0,0,0,237.32,1611532800
898,994,0,0,0,0,1,0,278.12,1609459200
977,843,0,0,0,0,0,1,574.55,1609891200
571,175,0,0,0,0,0,1,457.06,1611532800
483,144,0,0,0,0,0,1,459.79,1609632000
696,573,0,0,0,0,1,0,292.14,1611273600
997,401,1,0,0,0,0,0,550.82,1611532800
937,994,0,0,1,0,0,0,842.11,1610496000
976,879,1,0,0,0,0,0,998.79,1610582400
792,372,0,0,0,0,0,1,383.12,1611878400
841,937,0,1,0,0,0,0,807.21,1609977600
955,999,0,1,0,0,0,0,198.68,1611532800
661,367,0,0,0,0,0,1,294.69,1611878400
939,242,0,1,0,0,0,0,766.16,1611014400
964,263,1,0,0,0,0,0,167.5,1610928000
998,808,0,0,1,0,0,0,655.58,1609891200
411,46,0,0,0,0,0,1,243.15,1612051200
692,276,0,0,0,0,0,1,781.53,1611014400
917,377,0,1,0,0,0,0,199.54,1610582400
421,72,0,1,0,0,0,0,936.72,1610841600
452,69,0,0,0,0,0,1,583.17,1609977600
969,284,1,0,0,0,0,0,389.6,1609804800
542,16,0,0,1,0,0,0,639.64,1611532800
999,997,0,1,0,0,0,0,949.66,1610150400
91,964,0,1,0,0,0,0,927.16,1610150400
715,974,0,0,0,0,0,1,543.24,1610064000
594,77,0,0,0,0,0,1,327.71,1609977600
992,881,1,0,0,0,0,0,578.34,1611705600
897,403,0,0,1,0,0,0,108.09,1610582400
881,98,0,0,0,0,0,1,391.73,1611360000
559,105,1,0,0,0,0,0,820.96,1611964800
864,144,0,0,0,0,0,1,386.2,1610841600
524,2,0,0,0,0,0,1,123.91,1611964800
564,193,0,0,0,0,0,1,677.64,1611273600
22,274,0,0,1,0,0,0,830.28,1611878400
893,995,0,0,0,0,0,1,206.45,1610323200
137,915,0,1,0,0,0,0,749.67,1609718400
552,397,0,1,0,0,0,0,410.39,1611532800
993,651,0,0,0,0,0,1,199.89,1611100800
2,990,0,0,0,0,0,1,543.87,1610409600
763,319,0,1,0,0,0,0,456.32,1611705600
888,778,0,1,0,0,0,0,539.68,1611705600
972,857,0,0,0,0,0,1,181.65,1609459200
472,350,0,1,0,0,0,0,103.43,1610582400
744,910,0,0,0,0,1,0,638.14,1610755200
928,866,0,0,0,0,0,1,567.82,1610409600
581,264,1,0,0,0,0,0,885.09,1609804800
833,847,0,0,0,0,0,1,876.24,1611100800
633,956,0,0,0,0,0,1,761.55,1611792000
470,231,0,1,0,0,0,0,113.99,1611273600
561,257,0,0,0,0,0,1,128.71,1610496000
824,336,0,0,0,0,1,0,789.57,1610236800
921,970,0,0,0,1,0,0,865.27,1610928000
947,630,0,1,0,0,0,0,751.13,1611705600
882,997,0,0,0,0,0,1,550.5,1610928000
274,605,0,0,0,0,0,1,130.61,1610496000
915,803,0,0,0,0,0,1,607.24,1611792000
998,808,0,0,1,0,0,0,471.6,1611100800
603,804,1,0,0,0,0,0,561.89,1610496000
945,391,0,0,0,0,0,1,169.77,1610236800
941,967,1,0,0,0,0,0,723.29,1610409600
671,54,0,0,0,0,0,1,133.39,1610755200
719,819,0,1,0,0,0,0,791.48,1609977600
981,442,0,1,0,0,0,0,967.91,1610668800
984,748,0,0,0,0,0,1,588.57,1609977600
156,952,0,0,0,0,0,1,882.25,1611446400
937,162,0,0,0,0,0,1,305.97,1611100800
158,364,0,0,0,0,0,1,475.89,1609718400
883,496,0,0,0,0,0,1,891.0,1610928000
418,431,0,0,0,0,0,1,721.99,1610582400
436,285,0,0,0,0,1,0,664.1,1611187200
397,274,0,0,0,0,0,1,206.11,1610409600
658,498,0,0,0,0,0,1,919.46,1610841600
82,739,0,0,0,0,0,1,543.51,1610582400
547,64,0,0,0,1,0,0,699.62,1611014400
706,764,0,1,0,0,0,0,389.01,1611100800
882,762,1,0,0,0,0,0,149.81,1609718400
806,931,0,1,0,0,0,0,216.65,1610150400
453,328,0,0,0,0,1,0,752.35,1611446400
50,700,0,0,0,0,0,1,566.98,1611619200
175,128,0,0,0,0,0,1,1034.99,1611619200
44,777,1,0,0,0,0,0,643.77,1610755200
845,924,0,0,1,0,0,0,894.8,1611878400
988,897,0,0,0,0,0,1,327.93,1610150400
617,880,0,0,0,0,0,1,618.77,1610496000
919,942,1,0,0,0,0,0,653.08,1611792000
616,109,0,0,0,1,0,0,244.75,1610668800
999,997,0,1,0,0,0,0,688.18,1610755200
402,328,0,1,0,0,0,0,286.89,1609545600
972,857,0,0,0,0,0,1,156.13,1611273600
976,597,0,0,0,0,0,1,637.48,1611187200
881,98,0,0,0,0,0,1,981.96,1610755200
919,559,0,0,0,1,0,0,511.16,1611792000
957,996,0,1,0,0,0,0,510.77,1610928000
588,75,0,1,0,0,0,0,177.78,1610496000
975,551,1,0,0,0,0,0,442.84,1610150400
506,122,1,0,0,0,0,0,340.96,1610150400
961,257,1,0,0,0,0,0,959.01,1612051200
910,23,0,0,0,0,0,1,137.7,1610409600
980,999,0,0,0,0,0,1,451.79,1611878400
950,919,1,0,0,0,0,0,384.13,1610755200
881,230,0,0,0,1,0,0,270.29,1610668800
926,654,0,0,0,0,0,1,449.13,1609977600
902,529,0,0,0,0,0,1,483.92,1611705600
540,165,0,0,0,0,1,0,338.86,1610928000
865,235,0,0,1,0,0,0,986.93,1609545600
898,994,0,0,0,0,1,0,499.85,1611878400
953,704,0,0,0,0,0,1,545.17,1611792000
994,286,0,1,0,0,0,0,995.83,1611964800
791,485,0,1,0,0,0,0,272.42,1611792000
924,366,0,0,0,0,1,0,541.67,1610409600
661,343,0,0,0,0,0,1,341.26,1610064000
920,709,0,0,0,0,0,1,695.46,1611273600
822,989,0,0,0,0,1,0,731.99,1611187200
891,905,1,0,0,0,0,0,633.44,1609632000
122,894,0,0,0,1,0,0,386.98,1611532800
929,978,1,0,0,0,0,0,126.41,1610841600
810,458,0,0,0,0,1,0,593.29,1611705600
878,618,1,0,0,0,0,0,717.91,1610064000
150,306,0,0,0,1,0,0,424.87,1609891200
942,982,1,0,0,0,0,0,351.05,1609891200
917,853,0,0,0,0,0,1,278.41,1611187200
999,845,1,0,0,0,0,0,814.16,1611360000
959,393,0,1,0,0,0,0,234.58,1609977600
446,260,0,0,0,1,0,0,790.92,1611014400
974,250,0,1,0,0,0,0,244.01,1611360000
632,610,0,0,0,0,0,1,552.59,1609545600
973,666,1,0,0,0,0,0,877.46,1610409600
997,663,0,1,0,0,0,0,743.02,1611532800
145,738,0,1,0,0,0,0,905.9,1611187200
746,982,0,0,0,0,1,0,538.38,1612051200
47,980,0,1,0,0,0,0,863.68,1610236800
994,680,0,0,0,0,0,1,857.1,1611619200
938,232,0,0,0,0,0,1,261.06,1611014400
984,940,0,0,0,0,0,1,898.52,1611792000
903,966,0,1,0,0,0,0,427.43,1611619200
999,277,0,0,0,1,0,0,194.11,1611964800
839,766,0,0,0,0,0,1,337.49,1611187200
933,842,1,0,0,0,0,0,636.75,1611619200
917,377,0,1,0,0,0,0,284.16,1611187200
569,352,0,0,0,0,1,0,126.55,1611187200
959,670,0,1,0,0,0,0,157.37,1611792000
711,848,0,0,0,0,1,0,563.17,1611964800
466,300,0,0,0,0,1,0,225.76,1610668800
965,980,0,0,0,1,0,0,940.18,1611014400
986,650,0,0,0,1,0,0,748.56,1610668800
954,409,0,0,0,0,0,1,580.18,1609545600
964,360,0,1,0,0,0,0,448.25,1610928000
463,206,0,0,0,0,0,1,784.21,1609545600
954,213,0,0,0,1,0,0,533.12,1611878400
596,288,0,0,0,0,1,0,208.79,1611100800
982,952,0,1,0,0,0,0,567.44,1609459200
411,201,0,0,1,0,0,0,712.8,1611187200
985,837,0,0,0,0,0,1,949.46,1609632000
855,953,0,0,0,0,0,1,575.89,1611619200
999,954,0,0,0,0,1,0,978.83,1611964800
651,795,1,0,0,0,0,0,237.44,1609891200
873,971,0,0,0,0,0,1,813.17,1611187200
987,839,0,0,0,0,1,0,544.19,1610928000
991,976,0,0,0,0,0,1,755.64,1611187200
465,296,1,0,0,0,0,0,585.54,1609804800
917,853,0,0,0,0,0,1,813.78,1609977600
974,281,0,1,0,0,0,0,876.74,1611360000
924,994,0,0,0,1,0,0,912.98,1610409600
746,459,1,0,0,0,0,0,93.56,1611705600
945,804,0,0,0,0,0,1,970.43,1610841600
971,380,0,0,0,0,1,0,766.5,1609459200
990,968,0,0,0,0,1,0,604.55,1609804800
539,167,0,0,0,0,0,1,127.98,1609459200
988,357,0,1,0,0,0,0,734.73,1611360000
942,853,0,0,0,0,1,0,802.67,1609891200
999,973,1,0,0,0,0,0,583.16,1610755200
939,388,1,0,0,0,0,0,161.23,1611619200
984,306,0,0,0,0,0,1,959.76,1611792000
985,930,1,0,0,0,0,0,143.81,1611446400
991,742,0,1,0,0,0,0,790.12,1610582400
78,900,1,0,0,0,0,0,713.38,1611792000
870,906,0,1,0,0,0,0,945.78,1610236800
449,150,0,0,0,0,0,1,262.07,1610496000
733,134,0,0,0,1,0,0,391.59,1611964800
907,625,0,1,0,0,0,0,718.81,1609977600
864,740,0,0,0,0,1,0,977.05,1610841600
922,99,0,0,0,0,0,1,231.52,1611705600
830,293,0,0,0,0,0,1,389.22,1611705600
716,355,0,0,0,0,0,1,576.56,1611705600
122,977,0,0,0,0,0,1,566.59,1610928000
810,458,0,0,0,0,1,0,144.69,1611100800
979,472,0,1,0,0,0,0,916.7,1611705600
972,857,0,0,0,0,0,1,992.87,1610064000
802,240,0,0,0,0,0,1,402.87,1610928000
162,974,0,0,0,0,0,1,262.88,1611014400
854,157,0,0,0,0,0,1,882.15,1610582400
727,527,0,1,0,0,0,0,274.43,1611705600
998,978,0,0,0,0,0,1,603.87,1611100800
766,286,0,0,0,0,0,1,962.05,1610150400
629,927,0,0,0,0,0,1,598.41,1609632000
929,978,1,0,0,0,0,0,892.54,1612051200
44,180,0,0,0,0,0,1,333.43,1611964800
412,332,0,0,0,0,0,1,826.35,1609718400
904,963,0,0,0,0,1,0,499.52,1611878400
965,898,0,0,0,0,0,1,387.26,1610409600
134,898,0,0,0,0,0,1,447.37,1609891200
983,571,0,0,0,0,0,1,489.42,1611532800
774,865,0,0,0,0,0,1,728.04,1611532800
997,967,0,0,0,0,0,1,525.7,1610323200
502,95,0,0,0,0,0,1,522.97,1609891200
173,111,0,1,0,0,0,0,528.47,1610928000
996,554,0,0,0,0,1,0,563.36,1611878400
957,619,0,0,0,0,1,0,885.0,1611532800
904,963,0,0,0,0,1,0,975.55,1610064000
956,437,0,0,0,0,0,1,878.06,1611705600
645,228,0,0,0,0,1,0,534.73,1611100800
919,944,1,0,0,0,0,0,585.03,1609977600
94,656,0,0,0,0,1,0,400.34,1610841600
